"UniprotID.TF","Name.TF","total_targets","deg_targets","prop_deg","contrast","index"
"Q9GZC9","-",360,34,0.0944444444444444,"RB2060_TR_vs_N2",3.21111111111111
"P41999","nhr-10",319,30,0.0940438871473354,"RB2060_TR_vs_N2",2.82131661442006
"O76561","-",32,3,0.09375,"RB2060_TR_vs_N2",0.28125
"G5EEL9","hmg-11",107,10,0.0934579439252336,"RB2060_TR_vs_N2",0.934579439252336
"P41936","ceh-22",43,4,0.0930232558139535,"RB2060_TR_vs_N2",0.372093023255814
"Q10661","dpy-30",358,33,0.0921787709497207,"RB2060_TR_vs_N2",3.04189944134078
"O44743","let-607",331,30,0.0906344410876133,"RB2060_TR_vs_N2",2.7190332326284
"Q23175","ceh-32",35,3,0.0857142857142857,"RB2060_TR_vs_N2",0.257142857142857
"Q18037","-",919,77,0.0837867247007617,"RB2060_TR_vs_N2",6.45157780195865
"Q17922","sox-4",276,23,0.0833333333333333,"RB2060_TR_vs_N2",1.91666666666667
"Q19723","-",108,9,0.0833333333333333,"RB2060_TR_vs_N2",0.75
"Q9XVN4","ceh-27",204,17,0.0833333333333333,"RB2060_TR_vs_N2",1.41666666666667
"P20154","lin-11",786,65,0.0826972010178117,"RB2060_TR_vs_N2",5.37531806615776
"Q9TZI2","ztf-4",569,47,0.0826010544815466,"RB2060_TR_vs_N2",3.88224956063269
"Q94398","ceh-8",255,21,0.0823529411764706,"RB2060_TR_vs_N2",1.72941176470588
"O02219","aha-1",860,70,0.0813953488372093,"RB2060_TR_vs_N2",5.69767441860465
"Q94407","nhr-48",137,11,0.0802919708029197,"RB2060_TR_vs_N2",0.883211678832117
"Q22909","ceh-30",88,7,0.0795454545454545,"RB2060_TR_vs_N2",0.556818181818182
"Q22173","attf-5",140,11,0.0785714285714286,"RB2060_TR_vs_N2",0.864285714285714
"Q18919","spr-1",90,7,0.0777777777777778,"RB2060_TR_vs_N2",0.544444444444445
"Q9XUK7","nhr-85",542,42,0.0774907749077491,"RB2060_TR_vs_N2",3.25461254612546
"O44505","-",1097,85,0.0774840474020055,"RB2060_TR_vs_N2",6.58614402917047
"Q18909","cebp-1",853,66,0.0773739742086753,"RB2060_TR_vs_N2",5.10668229777257
"Q23045","egl-13",363,28,0.0771349862258953,"RB2060_TR_vs_N2",2.15977961432507
"P46505","zip-8",843,65,0.0771055753262159,"RB2060_TR_vs_N2",5.01186239620403
"Q93727","sptf-1",26,2,0.0769230769230769,"RB2060_TR_vs_N2",0.153846153846154
"Q9XV35","madf-2",26,2,0.0769230769230769,"RB2060_TR_vs_N2",0.153846153846154
"Q10902","nhr-2",287,22,0.0766550522648084,"RB2060_TR_vs_N2",1.68641114982578
"O02169","-",301,23,0.0764119601328904,"RB2060_TR_vs_N2",1.75747508305648
"G5EBU4","zag-1",892,68,0.0762331838565022,"RB2060_TR_vs_N2",5.18385650224215
"Q23294","nhr-11",1009,76,0.0753221010901883,"RB2060_TR_vs_N2",5.72447968285431
"P34474","hlh-11",1334,100,0.0749625187406297,"RB2060_TR_vs_N2",7.49625187406297
"G5EFT5","hsf-1",1121,84,0.0749330954504906,"RB2060_TR_vs_N2",6.29438001784121
"G5EDU4","eor-1",1109,83,0.0748422001803427,"RB2060_TR_vs_N2",6.21190261496844
"Q18711","mxl-3",269,20,0.0743494423791822,"RB2060_TR_vs_N2",1.48698884758364
"Q19753","-",1130,84,0.0743362831858407,"RB2060_TR_vs_N2",6.24424778761062
"Q94165","ceh-34",81,6,0.0740740740740741,"RB2060_TR_vs_N2",0.444444444444444
"Q93348","irx-1",396,29,0.0732323232323232,"RB2060_TR_vs_N2",2.12373737373737
"P34545","cbp-1",1378,100,0.0725689404934688,"RB2060_TR_vs_N2",7.25689404934688
